id,publishedAt,channelId,title,channelTitle,tags,dimension,description,viewCount,likeCount,commentCount
T6uymZbt4eA,2022-06-19T14:15:12Z,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 1: Trường Giang chơi chiêu, Kiều Minh Tuấn rớt hết &quot;sĩ diện&quot; vì miếng ăn",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'game show mới nhất 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'duong lam', 'hieuthuhai', 'le duong bao lam', '2 ngày 1 đêm full', '2 ngày 1 đêm tập 1', '2 ngay 1 dem tap 1', 'tập 1 2 ngày 1 đêm', 'tap 1 2 ngay 1 dem']",PT1H28M45S,"2 Ngày 1 Đêm Việt Nam | Tập 1 FULL: Trường Giang chơi chiêu, Kiều Minh Tuấn rớt hết ""sĩ diện"" vì miếng ăn Tập đầu tiên của ...",22707380,176509,8039
nV6qE21NdGM,2020-03-16T15:15:03Z,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3-Tập 17: Thúy Ngân ướt mặt vì được Tiến Luật, Dương Lâm liên tục &quot;xịt khoáng&quot;",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'tập 17 7 nụ cười xuân', '7 nụ cười xuân mua 3 tap 17', '7 nụ cười xuân 17', '7 nu mua cuoi xuan mua 3 tap 17', '7 nụ tập 17', '7 nụ cười xuân tập 17', 'st 7 nụ cười xuân', 'lê dương bảo lâm', 'lê dương bảo lâm 7 nụ cười xuân', '7 nụ cười xuân le duong bao lam']",PT1H17M20S,XEM THÊM #7_Nụ_Cười_Xuân: http://bit.ly/7nuM3 #STSơnThạch #LêDươngBảoLâm #LâmVỹDạ #TiếnLuật ...,21017966,129063,11612
IWYB_poQ-vE,2023-02-26T14:15:10Z,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 31: Cris Phan “lật mặt”, Dương Lâm xây xẩm đánh mất tự chủ",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', 'promotion', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', '2 ngày 1 đêm tập 31', '2 ngay 1 dem tap 31', 'tập 31 2 ngày 1 đêm', 'tap 31 2 ngay 1 dem', '2 ngày 1 đêm ful']",PT1H46M26S,"2 Ngày 1 Đêm Việt Nam | Tập 31: Cris Phan “lật mặt”, Dương Lâm xây xẩm đánh mất tự chủ Hang Táu chính là điểm đến cuối ...",17157307,105880,7441
DCLCl5NHZUs,2020-03-02T15:15:00Z,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3 - Tập 15: Xóm &quot;nhà dơ&quot; BB Trần, Ninh Dương Lan Ngọc, Lâm Vỹ Dạ hội tụ",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'tập 15 7 nụ cười xuân', '7 nụ cười xuân mua 3 tap 15', 'ninh dương lan ngọc', 'lâm vỹ dạ', '7 nụ cười xuân 15', '7 nụ cười xuân tập 15', 'thúy ngân', '7 nụ tập 15', '7 nu mua cuoi xuan mua 3 tap 15', 'bb trần', '7 nụ cười xuân bb trần', 'bb tran', 'bb trần 7 nụ cười xuân', 'bb trần 7 nụ']",PT1H26M37S,XEM THÊM #7_Nụ_Cười_Xuân: http://bit.ly/7nuM3 #BBTrần #NinhDươngLanNgọc #ThúyNgân #TrườngGiang #LâmVỹDạ ...,16712674,88786,11351
RjsEOkEaK6Y,2020-03-23T15:15:00Z,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3-Tập 18: Lan Ngọc, Puka dùng &quot;chiêu hiểm&quot; đối đầu Tiến Luật, Trương Thế Vinh",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'tập 18 7 nụ cười xuân', '7 nụ cười xuân 18', '7 nu mua cuoi xuan mua 3 tap 18', '7 nụ tập 18', '7 nụ cười xuân tập 18', '7 nụ cười xuân mua 3 tap 18', 'puka']",PT1H18M32S,XEM THÊM #7_Nụ_Cười_Xuân: http://bit.ly/7nuM3 #Puka #NinhDươngLanNgọc #LâmVỹDạ #TiếnLuật #ThúyNgân ...,15980654,79801,8566
spZV-B1rlZo,2022-06-26T14:15:15Z,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam|Tập 2: HIEUTHUHAI đòi tắm chung với Trường Giang,chớp cơ hội thả thính Tiểu Vy",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'game show mới nhất 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', 'le duong bao lam', '2 ngày 1 đêm full', '2 ngày 1 đêm tập 2', '2 ngay 1 dem tap 2', 'tập 2 2 ngày 1 đêm', 'tap 2 2 ngay 1 dem', 'tiểu vy']",PT1H28M51S,"2 Ngày 1 Đêm Việt Nam | Tập 2: HIEUTHUHAI đòi tắm chung với Trường Giang, chớp cơ hội thả thính Tiểu Vy #2Ngay1Dem tuần ...",15299308,126187,5549
6eEpCq34XMo,2021-05-05T14:30:00Z,UCFMEYTv6N64hIL9FlQ_hxBw,"Lạ Lắm À Nha | Tập 11: Trường Giang, Phạm Trưởng &quot;mệt mỏi&quot; với 7749 lần trượt nhịp của Mạc Văn Khoa",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', 'lạ lắm à nha', 'la lam a nha', 'lạ lắm à nha tập 11', 'la lam a nha tap 11', 'the wall song', 'the wall song vietnam', 'game show 2021', 'game show mới nhất', 'truong giang', 'trường giang', 'la lam a nha 11', 'lạ lắm à nghen', 'lạ lắm à nha 11', 'tâp 11 lạ lắm à nha', 'lạ lắm à nha vtv3', 'mạc văn khoa', 'mac van khoa', 'kha ly', 'phạm trưởng', 'pham truong', 'tú vi', 'tu vi', 'châu khải phong', 'chau khai phong', 'lâm chấn khang', 'lam chan khang']",PT1H24M8S,"Xem thêm #LạLắmÀNha http://bit.ly/LaLamANhaFULL “Lạ Lắm À Nha” – một chương trình kết hợp giữa âm nhạc, khả năng ...",15104788,84336,12990
oJd2m9_lkRc,2022-12-18T14:15:08Z,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 21: Dương Lâm làm xiếc lộn đầu, Ngô Kiến Huy đu zipline đi &quot;thỉnh kinh&quot;",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', '2 ngày 1 đêm tập 21', '2 ngay 1 dem tap 21', 'tập 21 2 ngày 1 đêm', 'tap 21 2 ngay 1 dem', '2 ngày 1 đêm full', 'phúc mập', 'jongrak', 'will in vietnam', 'will']",PT1H42M14S,"2 Ngày 1 Đêm Việt Nam | Tập 21: Dương Lâm làm xiếc lộn đầu, Ngô Kiến Huy đu zipline đi ""thỉnh kinh"" 2 Ngày 1 Đêm đã quay ...",14796277,105042,5978
N3XAPIJ2hG0,2020-02-03T15:15:01Z,UCFMEYTv6N64hIL9FlQ_hxBw,7 Nụ Cười Xuân |Mùa 3-Tập 11: Cười mệt với cách Cris Devil Gamer &quot;chống thính&quot; khi Thúy Ngân tỏ tình,ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', 'trường giang', '7 nụ cười xuân htv', 'lan ngọc', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'ninh duong lan ngoc', 'tiến luật', 'trương thế vinh', '7 nụ cười xuân 11', 'tập 11 7 nụ cười xuân', '7 nu cuoi xuan tap 11', '7 nụ cười xuân tập 11', '7 nụ cười xuân mua 3 tap 11', '7 nu mua cuoi xuan mua 3 tap 11', '7 nụ tập 11', 'cris devil gamer', 'cris phan']",PT1H21M59S,XEM THÊM #7_Nụ_Cười_Xuân: http://bit.ly/7nuM3 #CrisDevilGamer #ThúyNgân #TrườngGiang #LanNgọc #LâmVỹDạ ...,14782807,82358,4730
i2D_sCDY5Io,2018-12-24T15:00:09Z,UCFMEYTv6N64hIL9FlQ_hxBw,7 Nụ Cười Xuân Mùa 2 | Tập 6 Full HD: Nhà Bảy Nụ Rụng Nụ Trước Giọng Ca Trời Phú Của Puka,ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', '7 nụ', '7 nu', '7 nụ cười xuân', '7 nu cuoi xuan', 'bay nu cuoi xuan', 'bảy nụ cười xuân', 'TRƯỜNG GIANG', 'TIẾN LUẬT', 'TRƯƠNG THẾ VINH', 'LÂM VỸ DẠ', 'tien luat', 'truong giang', 'lam vy da', '7ncx', 'truong the vinh', '7 nu cuoi xuan mua 2', '7 nụ cười xuân mùa 2', 'Ninh Duong Lan Ngoc', 'Ninh Dương Lan Ngoc', '7 Nu Cuoi Xuan Tap 6', '7 Nu Cuoi Xuan Mua 2 Tap 6', '7 Nụ Cười Xuân Mùa 2 Tập 6', '7 nu cuoi xuan 6', '7 Nụ cười xuân 6']",PT1H15M26S,HTV 7 Nụ Cười Xuân Mùa 2 | Tập 6 Full HD: Nhà Bảy Nụ Rụng Nụ Trước Giọng Ca Trời Phú Của Puka Xem thêm tại: ...,14629783,55444,5364
xa4zMakmk0E,2022-12-21T14:15:10Z,UCljFFNaQoJWeP91Bz4m_3bw,TÌNH YÊU BẤT TỬ - BỨC TƯỜNG | FPT BÓNG ĐÁ VIỆT,FPT Bóng Đá Việt,"['fpt bóng đá việt', 'fpt bong da viet', 'bong da viet', 'fptbongdaviet', 'aff cup', 'aff cup 2022', 'aff 2022', 'aff mis', 'aff mitsubishi electric cup 2022', 'aff mitsubishi', 'trực tiếp aff cup 2022', 'trực tiếp aff mitsubishi', 'trực tiếp aff', 'trực tiếp aff mitsubishi cup 2022', 'trực tiếp bóng đá', 'trực tiếp đá banh', 'aff cup việt nam', 'việt nam aff cup', 'aff cup năm nay', 'aff cup mới nhất', 'tình yêu bất tử', 'tình yêu bất tử bức tường', 'bức tường', 'tinh yeu bat tu']",PT1M27S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet Tình yêu bất tử” là món quà của nhạc sĩ Tuấn Hùng dành ...,5625822,180,6
_uwDdc0D_h8,2022-06-12T18:10:07Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴 TRỰC TIẾP U23 VIỆT NAM VS U23 Ả RẬP XÊ ÚT (BẢN CHÍNH THỨC) | CHUNG KẾT AFC U23 CHÂU Á  - ASIAN CUP,FPT Bóng Đá Việt,"['việt nam vs ả rập xê út', 'việt nam ả rập xê út', 'việt nam vs ả rập xê út trực tiếp', 'việt nam vs ả rập xê út u23', 'viet nam a rap xe ut truc tiep', 'viet nam a rap xe ut', 'trực tiếp bóng đá hôm nay', 'truc tiep bong da hom nay', 'trực tiếp bóng đá', 'bóng đá', 'bóng đá trực tiếp', 'trực tiếp việt nam ả rập xê út', 'trực tiếp', 'trực tiếp việt nam vs ả rập xê út', 'việt nam', 'u23 việt nam', 'fpt bóng đá', 'fpt play', 'fpt bóng đá việt', 'xem trực tiếp việt nam vs ả rập xê út vòng loại 3 world cup ở kênh nào']",PT2H59M52S,Quý khán giả đừng quên SUBSCRIBE: https://www.youtube.com/c/FPTBóngĐáViệt TRỰC TIẾP U23 VIỆT NAM - U23 Ả RẬP ...,5284809,31127,396
8qM6f9ysmPk,2023-06-20T14:48:22Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: VIỆT NAM - SYRIA | GIAO HỮU QUỐC TẾ | FPT BÓNG ĐÁ VIỆT,FPT Bóng Đá Việt,"['fpt bóng đá việt', 'trực tiếp việt nam - syria', 'trực tiếp việt nam vs syria', 'trực tiếp bóng đá việt nam - syria', 'việt nam syria', 'việt nam - syria', 'việt nam vs syria', 'việt nam syria trực tiếp', 'việt nam - syria trực tiếp', 'việt nam syria hôm nay', 'trực tiép bóng đá', 'trực tiếp bóng đá hôm nay', 'trực tiếp giao hữu việt nam syria', 'giao hữu việt nam syria', 'tường thuật trực tiếp việt nam syria', 'vn syria', 'viet nam syria', 'đội tuyển việt nam', 'việt nam']",PT3H18M40S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet TRỰC TIẾP: VIỆT NAM - HONG KONG | GIAO HỮU QUỐC ...,4765240,0,424
ixy4fzoToFI,2023-01-16T15:13:38Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: THÁI LAN - VIỆT NAM | CHUNG KẾT LƯỢT VỀ AFF MITSUBISHI ELECTRIC CUP 2022,FPT Bóng Đá Việt,"['chung kết thái lan việt nam', 'chung kết lượt về thái lan vs việt nam', 'chung kết aff cup', 'thái lan việt nam', 'thái lan vs việt nam', 'thái lan việt nam chung kết', 'thái lan - việt nam', 'chung kết lượt về', 'trực tiếp thái lan việt nam', 'trực tiếp chung kết thái lan việt nam', 'trực tiếp thái lan vs việt nam', 'trực tiếp chung kết aff cup', 'trực tiếp thái lan việt nam chung kết', 'thái vn', 'thái lan vn', 'trực tiếp thái lan vn', 'thái lan việt nam aff cup', 'chung kết thái việt nam']",PT3H29M11S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet TRỰC TIẾP: THÁI LAN - VIỆT NAM | CHUNG KẾT LƯỢT ...,4709466,21332,372
ZxE0MYaBfFk,2023-06-24T18:42:46Z,UCljFFNaQoJWeP91Bz4m_3bw,"HIGHLIGHTS: ĐỘI TUYỂN NỮ ĐỨC - ĐỘI TUYỂN NỮ VIỆT NAM | THI ĐẤU SÒNG PHẲNG,VỠ ÒA NHỮNG PHÚT CUỐI TRẬN",FPT Bóng Đá Việt,"['fpt bóng đá việt', 'highlights đức việt nam', 'highlights đức - việt nam', 'highlights đức vs việt nam', 'đội tuyển nữ việt nam', 'đội tuyển nữ', 'highlights đội tuyển nữ việt nam', 'highlights đội tuyển nữ đức', 'highlights đội tuyển nữ việt nam - đức', 'highlights bóng đá nữ', 'highlights nữ đức nữ việt nam', 'highlights bóng đá nữ việt nam', 'highlights bóng đá hôm nay', 'giao hữu quốc tế', 'đt nữ', 'đội tuyển nữ vn']",PT12M50S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet Liên hệ Quảng cáo/Hợp Tác: fptplaybooking@gmail.com ...,4031169,0,4456
Vm5_zYInbH4,2023-06-15T14:58:02Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: VIỆT NAM - HONG KONG | GIAO HỮU QUỐC TẾ | FPT BÓNG ĐÁ VIỆT,FPT Bóng Đá Việt,"['fpt bóng đá việt', 'trực tiếp việt nam hong kong', 'trực tiếp việt nam - hong kong', 'việt nam hong kong', 'việt nam hồng kông', 'trực tiếp việt nam vs hong kong', 'trực tiếp việt nam vs hồng kông', 'viet nam hong kong', 'trực tiếp giao hữu việt nam hong kong', 'giao hữu việt nam vs hong kong', 'giao hữu việt nam - hong kong', 'trực tiếp việt nam - hồng kông', 'trực tiếp bóng đá việt nam hong kong', 'viet nam hồng kông', 'đội tuyển việt nam', 'trực tiếp bóng đá', 'giao huu viet nam hong kong']",PT3H14M15S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet TRỰC TIẾP: VIỆT NAM - HONG KONG | GIAO HỮU QUỐC ...,3695862,0,664
WvQ-d5_0kUE,2023-11-16T13:11:05Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: PHILIPPINES - VIỆT NAM | BẢNG F - VÒNG LOẠI 2 WORLD CUP 2026 | FPT BÓNG ĐÁ VIỆT,FPT Bóng Đá Việt,"['fpt bóng đá việt', 'trực tiếp bóng đá hôm nay', 'trực tiếp bóng đá', 'philippines việt nam', 'trực tiếp philippines - việt nam', 'trực tiếp philippines việt nam', 'trực tiếp philippines vs việt nam', 'trực tiếp philippines việt nam hôm nay', 'philippines vs việt nam', 'philippines - việt nam', 'trực tiếp việt nam', 'trực tiếp bóng đá việt nam', 'trực tiếp bóng đá mới nhất hôm nay', 'trực tiếp', 'trực tiếp việt nam hôm nay', 'vòng loại world cup', 'trực tiếp vòng loại world cup', 'việt nam vòng loại world cup']",PT2H59M,"Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet Đồng hành với hành trình của các Chiến Binh Sao Vàng, ...",3239913,0,267
D1HDkUmuE2E,2023-05-16T16:15:38Z,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: U22 THÁI LAN - U22 INDONESIA | CHUNG KẾT BÓNG ĐÁ NAM SEA GAMES 32 | FPT BÓNG ĐÁ VIỆT,FPT Bóng Đá Việt,"['fpt bóng đá việt', 'trực tiếp bóng đá nam thái lan indonesia', 'trực tiếp indonesia vs thái lan', 'thái lan vs indonesia', 'thái lan - indonesia', 'thái indo', 'trực tiếp thái indo', 'trực tiếp u22 thái lan u22 indonesia', 'trực tiếp u22 thái u22 indo', 'u22 thái u22 indo', 'thái lan indo', 'trực tiếp bóng đá nam sea games', 'trực tiếp bóng đá', 'trực tiếp thái lan indonesia', 'trực tiếp thái lan - indonesia', 'trực tiếp u22 thái lan - u22 indonesia', 'trực tiếp u22 thái lan vs u22 indonesia']",PT3H46M35S,Quý khán giả đừng quên SUBSCRIBE: https://bit.ly/FPTBongDaViet TRỰC TIẾP: U22 THÁI LAN - U22 INDONESIA | CHUNG ...,3156994,0,154
zycjlXugREE,2022-02-26T15:52:48Z,UCljFFNaQoJWeP91Bz4m_3bw,HÀNH TRÌNH VÔ ĐỊCH CỦA U23 VIỆT NAM | AFF U23 CHAMPIONSHIP 2022,FPT Bóng Đá Việt,"['FPT Bóng Đá Việt', 'fpt bong da viet', 'truc tiep bong da', 'doi tuyen viet nam', 'viet nam', 'viet nam 2022', 'highlights viet nam', 'viet nam truc tiep', 'truc tiep bong da hom nay', 'u23 việt nam', 'u23', 'u 23 vn và singapore', 'highlight u23 việt nam', 'u23 mới nhất', 'u23 việt nam mới nhất', 'trực tiếp u23', 'trực tiếp bóng đá', 'trực tiếp bóng đá hôm nay', 'vleague 2022', 'highlight U23 Việt nam', 'tổng hợp bàn thắng U23', 'Highlight Vleague 2022', 'Vleague 2022', 'trực tiếp u23 hôm nay']",PT26M36S,Đăng ký kênh tại đây: https://www.youtube.com/channel/UCljFFNaQoJWeP91Bz4m_3bw?sub_confirmation=1 *** Quý khán giả ...,2843453,8190,446
nIMRK-LA8j8,2022-09-28T13:34:14Z,UCljFFNaQoJWeP91Bz4m_3bw,"VIỆT NAM - HÀN QUỐC | HỒ VĂN Ý LẠI RỰC SÁNG, VIỆT NAM ĐỔ “MƯA BÀN THẮNG&quot; | AFC FUTSAL ASIAN CUP 2022",FPT Bóng Đá Việt,"['đội tuyển việt nam', 'việt nam vs hàn quốc', 'futsal việt nam', 'futsal việt nam vs futsal hàn quốc', 'bóng đá việt nam', 'trực tiếp futsal việt nam vs futsal hàn quốc', 'u23 việt nam', 'trực tiếp việt nam vs hàn quốc', 'futsal hàn quốc vs futsal việt nam', 'việt nam', 'trực tiếp việt nam vs hàn quốc futsal', 'trực tiếp futsal hàn quốc vs futsal việt nam', 'đt futsal việt nam', 'hàn quốc vs việt nam', 'trực tiếp hàn quốc vs việt nam', 'futsal', 'soi kèo hàn quốc vs việt nam 28/9/2022', 'hàn quốc']",PT11M30S,Quý khán giả đừng quên SUBSCRIBE: https://www.youtube.com/c/FPTBóngĐáViệt VIỆT NAM - HÀN QUỐC | HỒ VĂN Ý LẠI RỰC ...,2770171,14025,778
bB4GebuZN94,2023-03-01T12:01:59Z,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U20 Việt Nam vs U20 Úc | Quốc Việt lập siêu phẩm chấn động Châu Á - VN tạo địa chấn,BÓNG ĐÁ VIỆT NAM,"['highlights việt nam vs úc', 'highlights viet nam vs uc', 'highlights vietnam vs australia', 'việt nam vs úc', 'viet nam vs uc', 'viet nam vs uc asian cup 2023', 'u20 asian cup viet nam vs uc', 'viet nam vs uc u20 asian cup 2023', 'viet nam vs uc highlights', 'vietnam vs australia highlights', 'highlights bóng đá', 'highlights bóng đá mới nhất', 'highlights bóng đá hôm nay', 'viet nam vs uc hom nay', 'vn vs australia', 'highlights vn vs australia', 'vn vs australia highlights', 'u20 vn 1 0 u20 australia']",PT8M4S,Highlights #U20Australia #U20Vietnam #U20AsianCup2023 Highlights Việt Nam vs Úc | Quốc Việt lập siêu phẩm chấn động ...,2566079,8214,766
IAzKKZFroSY,2023-09-11T14:47:55Z,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Việt Nam - Palestine | Công Phượng nổ súng, Văn Toàn kiến tạo cho Tuấn Hải sút cháy lưới",BÓNG ĐÁ VIỆT NAM,"['bóng đá việt nam', 'highlights việt nam palestine', 'highlights việt nam vs palestine', 'highlights việt nam - palestine', 'highlights viet nam palestine', 'việt nam palestine', 'việt nam vs palestine', 'việt nam - palestine', 'highlights giao hữu việt nam palestine', 'highlights giao hữu việt nam vs palestine', 'giao hữu việt nam palestine', 'giao hữu việt nam - palestine', 'việt nam palestine highlights', 'việt nam vs palestine highlights', 'highlights bóng đá', 'đội tuyển việt nam']",PT8M50S,Đăng ký ngay https://bit.ly/DangKyBongDaVietNam để không bỏ lỡ tin tức hot và highlights bóng đá mới nhất. Highlights: Việt ...,1848360,9017,1709
gmnYO48Xp5Y,2023-03-28T19:44:58Z,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U23 Việt Nam vs U23 Kyrgyzstan | U23 VN lột xác - Thẻ đỏ và loạt sút 11m siêu kịch tính,BÓNG ĐÁ VIỆT NAM,"['highlights u23 việt nam vs u23 kyrgyzstan', 'highlights u23 viet nam vs u23 kyrgyzstan', 'highlights u23 vietnam vs u23 kyrgyzstan', 'u23 viet nam vs u23 kyrgyzstan', 'u23 việt nam vs u23 kyrgyzstan', 'u23 vietnam vs u23 kyrgyzstan', 'u23 viet nam vs u23 kyrgyzstan highlights', 'u23 vietnam vs u23 kyrgyzstan highlights', 'highlights bóng đá', 'highlights bóng đá hôm nay', 'highlights bóng đá mới nhất', 'bong da', 'highlight bong da', 'bong da truc tiep hom nay', 'u23 việt nam', 'u23 vietnam', 'u23 vn']",PT13M4S,Highlights #U23Vietnam #U23Kyrgyzstan #DohaCup2023 Highlights U23 Việt Nam vs U23 Kyrgyzstan | U23 VN lột xác - Thẻ đỏ ...,1607924,4474,1344
QSFR0Hez0jE,2023-03-07T12:05:20Z,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U20 Việt Nam vs U20 Iran | Khuất Văn Khang tỏa sáng - U20 VN khiến Iran sợ xanh mặt,BÓNG ĐÁ VIỆT NAM,"['highlights u20 việt nam vs u20 iran', 'highlights u20 viet nam vs u20 iran', 'highlights u20 vietnam vs u20 iran', 'u20 việt nam vs u20 iran', 'u20 viet nam vs u20 iran', 'u20 vietnam vs u20 iran', 'u20 việt nam vs u20 iran highlights', 'u20 viet nam vs u20 iran highlights', 'u20 vietnam vs u20 iran highlights', 'highlights bóng đá', 'highlights bóng đá mới nhất', 'highlights bóng đá hôm nay', 'bong da', 'bong da truc tiep hom nay', 'u20 việt nam', 'u20 vietnam', 'u20 viet nam', 'u20 việt nam vs', 'u20 vn']",PT8M13S,Highlights #U20Vietnam #U20Iran #U20AsianCup2023 #U20ChauA Highlights U20 Việt Nam vs U20 Iran | Khuất Văn Khang tỏa ...,1580624,4537,867
v_5lsOmBOP0,2023-11-16T13:11:44Z,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Philippines - Việt Nam | Văn Toàn giải hạn, Đình Bắc lập siêu phẩm, khởi đầu thuận lợi",BÓNG ĐÁ VIỆT NAM,"['bóng đá việt nam', 'highlights bóng đá', 'highlights', 'highlights philippines việt nam', 'highlights philippines vs việt nam', 'highlights philippines - việt nam', 'philippines việt nam', 'philippines - việt nam', 'philippines vs việt nam', 'highlights việt nam', 'highlights vòng loại world cup', 'việt nam vòng loại world cup', 'philippines việt nam vòng loại wc', 'việt nam', 'đội tuyển việt nam', 'highlights bóng đá hôm nay', 'highlights bóng đá mới nhất', 'highlights hôm nay']",PT11M27S,Đăng ký ngay https://bit.ly/DangKyBongDaVietNam để không bỏ lỡ tin tức hot và highlights bóng đá mới nhất. Highlights: ...,1405486,8143,1379
